Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
INSANE,X11,PoW/PoS,18342813.0,30000000.0,-0.3964727571952536,1.2205999129813119,-0.40029718050499524,0,InsaneCoin
KLC,Scrypt,PoW,196297971.0,10000000000.0,-0.09304189759085896,-1.1092181207811735,-0.022778150934932847,3,KiloCoin
ATX,X11,PoW,824000000.0,500000000.0,-0.21644416568575847,-0.9140791749068187,0.1041517843308111,3,ArtexCoin
EMB,X13,PoW/PoS,92192822723.0,850000000.0,0.8549495166380414,1.7688100545083636,-0.5557126207731473,0,EmberCoin
XEN,X11,PoW/PoS,3853326.77707314,3853326.77707314,-0.39683534236261975,1.2206102982695248,-0.40029646939686264,0,XenixCoin
FRE,PoS,PoS,50000000.0,50000000.0,-0.3587479633957315,1.5362183223965309,-0.023634203150016877,0,FreeCoin
PLNC,Scrypt,PoW/PoS,17089600.0,38540000.0,-0.33274680111335947,1.031008755447535,-0.5276765972487466,0,PLNCoin
ARCO,Scrypt,PoW/PoS,2449577.41533168,42000000.0,-0.3329011942747683,1.0310023802711372,-0.5276747008889003,0,AquariusCoin
KURT,X11,PoW,61364813.0,228000000.0,-0.2276951137554065,-0.9141559532000408,0.10423274221665502,3,Kurrent
XCRE,PoS,PoS,20000000.0,20000000.0,-0.3593274626468686,1.5362261984658954,-0.02363177934150376,0,Creatio
ENT,X11,PoW/PoS,6069482.07721352,60000000.0,-0.3964099465705555,1.2205792689734558,-0.4002945223980637,0,Eternity
EUC,SHA-256,PoW/PoS,12416554.0,20000000.0,-0.31300851885699005,0.8097029098792631,-0.35507927441465437,0,Eurocoin
BCF,Scrypt,PoW/PoS,20244023.640728,33000000.0,-0.33274754713150406,1.0310128358973591,-0.5276771948577924,0,BitcoinFast
XSN,X11,TPoS,75590369.0,76500000.0,-0.39384531140943696,0.7753058266090848,-0.10748509979071902,0,Stakenet
BCCOIN,Scrypt,PoW/PoS,11080722.3769581,28000000.0,-0.3328950165693462,1.0310128911214589,-0.52767629039579,0,BitConnect Coin
MONEY,Scrypt,PoW/PoS,10914418.0,650659833.0,-0.3284798539668862,1.0306613067098858,-0.5276517238944876,0,MoneyCoin
XNG,X11,PoW/PoS,814671.0,5000000.0,-0.39686434795162484,1.2206087331197,-0.40029605889874403,0,Enigma
XCI,CryptoNight,PoW,978145.0,21000000.0,0.30254718041940676,-2.304896685421947,0.3857300241954537,3,Cannabis Industry Coin
RC,Scrypt,PoW/PoS,8377873.0,144000000.0,-0.33210513968065425,1.0309465848158046,-0.5276713925166098,0,Russiacoin
PND,Scrypt,PoS,33813143821.8337,32514916898.0,0.35578935705702364,0.8246436469465007,-0.2664460630392807,0,PandaCoin
UNITS,Scrypt,PoW/PoS,3472983.0,13000000.0,-0.3330944137929576,1.031019061862363,-0.5276759671568597,0,GameUnits
GAKH,Scrypt,PoW/PoS,3315789.0,3315789.0,-0.33316503562188354,1.031024481785918,-0.5276763300308508,0,GAKHcoin
ASAFE2,Quark,PoS,10517772.7391666,15000000.0,-0.3482421620440221,1.4346258010604522,-0.19924980761784086,0,Allsafe
LTCR,QuBit,PoW/PoS,30227750.0,78835200.0,-0.3565719898671894,0.6162936386336331,-0.3491012012343822,0,LiteCreed
OS76,Scrypt,PoW,894026.0,2714286.0,-0.16635172549367827,-1.1036329857389033,-0.02314877353083246,3,OsmiumCoin
BIC,CryptoNight,PoW,9357088.0,25000000.0,0.302677968911149,-2.3048964129794935,0.38572917460355904,3,Bikercoins
HXX,Lyra2RE,PoW,1876146.443596,9999999.0,-0.16443554422020912,-2.2021475662297596,0.3737113541433237,3,HexxCoin
KED,Scrypt,PoW/PoS,23965372.0,500000000.0,-0.32938912989067987,1.030750306336966,-0.5276592321383251,0,Klingon Empire Darsek
IOP,SHA-256,PoW/PoS,2526078.47525448,21000000.0,-0.3131223117838319,0.8096993580612589,-0.35507804600280884,0,Internet of People
KUSH,X11,PoW/PoS,5659096.95728771,9354000.0,-0.39677424902944136,1.2206077381642944,-0.4002964696310223,0,KushCoin
PRX,Scrypt,PoW/PoS,11821728.0,20000000.0,-0.3329427121746765,1.0310176314782644,-0.5276766948524202,0,Printerium
PAC,X11,PoW,536982074.0,100000000000.0,0.48590815524814246,-0.9703404381937144,0.10810877944787199,3,PacCoin
IMPCH,Scrypt,PoW/PoS,308179.0,21933333.0,-0.3330697220922077,1.0310130625081104,-0.5276752345278884,0,Impeach
CTL,CryptoNight-V7,PoW,10969318.522954,185000000.0,-0.15208003715787988,-2.252543550039749,0.48616921895640997,3,Citadel
ZBC,Scrypt,PoS,2922613.96424908,55000000.0,-0.28773141254057444,0.832757695799118,-0.26366118124875276,0,Zilbercoin
FRST,Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.283327707025323,0.3027078296542472,-0.18266660806035956,0,FirstCoin
BVC,Scrypt,PoW,3115258.0,3360000.0,-0.16631999559312408,-1.103632679403509,-0.023149015102303473,3,BeaverCoin
FIND,X13,PoS,14524851.4827,14524851.4827,-0.23256106607292576,1.543203367119127,-0.2806512199896187,0,FindCoin
VLTC,X11,PoW,30385540.0,1000000000.0,-0.22259713445481955,-0.9146011569102507,0.10426690020981301,3,VaultCoin
ZER,Equihash,PoW,6921653.89980891,17000000.0,-0.1444621878530908,-1.9805834735296968,0.31082836355506255,3,Zero
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.3139124438253961,1.0307628166532317,-0.5277568557533504,0,OpenChat
CDN,Scrypt,PoW,99843408.3158479,100000000.0,-0.16445215791563847,-1.1036580242239904,-0.023156833594505117,3,Canada eCoin
ZOI,Lyra2RE,PoW,18545757.5,21000000.0,-0.1641537639524355,-2.2021487417131205,0.37370978383766545,3,Zoin
RNS,Scrypt,PoS,36050365.0,34426423.0,-0.2874724568673652,0.8327793166665115,-0.263665974774458,0,RenosCoin
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.13893272427685935,-2.2416031321155896,0.481865103320443,3,DubaiCoin
XVP,X11,PoW/PoS,13162749.0858027,100000000.0,-0.3960394856564998,1.2205588286302715,-0.4002937982388481,0,VirtacoinPlus
TAJ,Blake2S,PoW/PoS,12184195.9258495,36900000.0,-0.39595158231755667,1.7098343965320613,-0.4095187190823759,0,TajCoin
IMX,X11,PoW/PoS,110630387.850471,110000000.0,-0.3947772401499987,1.2205826213820499,-0.40030512115301164,0,Impact
EB3,Scrypt,PoW,64096052.0,4000000000.0,-0.1372221916699355,-1.1058706385929398,-0.022998790321969113,3,EB3coin
ATMOS,PoS,PoS,111135836.889,110290030.0,-0.3575730245563554,1.5362027495761303,-0.023639175878828706,0,Atmos
HPC,X11,PoW/PoS,21521322.0099142,100000000.0,-0.395937322437542,1.22056135319464,-0.40029480307002474,0,HappyCoin
CXT,NIST5,PoW,10123200.0,48252000.0,-0.19588149395567547,-0.6074745201625189,-0.05559148542209211,3,Coinonat
MCRN,PoS,PoS,401421401.0,400000000.0,-0.35196976562994353,1.5361268642305337,-0.02366265179062474,0,MacronCoin
RAIN,X11,PoW/PoS,121665451.643876,500000000.0,-0.39187567427070763,1.220365772585852,-0.40029107315211576,0,Condensate
IMS,Scrypt,PoW/PoS,5368934.0,21212121.0,-0.33301298300600857,1.0310149981964702,-0.5276758713414137,0,Independent Money System
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000.0,-0.333012159530881,1.0310095524688072,-0.5276750727129701,0,ArgusCoin
LMC,Scrypt,PoW/PoS,500000.0,1000000000.0,-0.32612889970556197,1.030460934728074,-0.5276367002232388,0,LomoCoin
PROC,SHA-256,PoS,100545745.0,75000000000.0,0.26505413221398505,0.569160687182825,-0.08812094177841262,0,ProCurrency
XGR,X11,PoW/PoS,17171382.0,40000000.0,-0.3964161343439206,1.2205939134846897,-0.4002966454604619,0,GoldReserve
BENJI,Scrypt,PoW,20276099.146524,35520400.0,-0.1658820977847614,-1.1036456530157661,-0.023149810275810204,3,BenjiRolls
GRW,Scrypt,PoS,295135466.361878,2000000000.0,-0.2703618463441384,0.8317478678045612,-0.2636196339726734,0,GrowthCoin
ILC,SHA-256,PoW,1317747500.0,2500000000.0,-0.11261354144110612,-1.3259600429336922,0.1493888600833534,3,ILCoin
PHR,PoS,PoS,11390225.9742772,30000000.0,-0.35936175544275434,1.5362179523446482,-0.023630350091818533,0,Phreak
DEA,Scrypt,PoW/PoS,21358764.0,105000000.0,-0.33222314877565357,1.030972523647396,-0.5276744904815152,0,Degas Coin
HTML5,X15,PoW/PoS,40659020000.0,90000000000.0,0.8848420875947252,1.837104877557173,-0.6420873801640373,0,HTML5 Coin
USC,SHA-256,PoS,10343113.0,200084200.0,-0.26668455384627543,0.6113631257964148,-0.09105886185126905,0,Ultimate Secure Cash
EQT,Scrypt,PoW,13673406.4325268,72000000.0,-0.1657040106383007,-1.1036682424826998,-0.02314757842934194,3,EquiTrader
QTUM,POS 3.0,PoS,100000000.0,100000000.0,-0.3473614248045261,1.5866920890192266,-0.12680389771598483,0,QTUM
QRL,CryptoNight-V7,PoW,69036016.8340164,105000000.0,-0.1519378390010616,-2.252480846497078,0.48615908466956254,3,Quantum Resistant Ledger
ESP,536,PoW/PoS,22801882871.0,50000000000.0,0.5860298231379982,1.8227302350056085,-0.46120535304268245,0,Espers
DYN,Argon2d,PoW,19784224.6512734,0.0,-0.14566539081761692,-2.2405498193219153,0.5975499520626253,3,Dynamic
NANO,Blake2b,PoW,133248297.0,340282367.0,-0.02107508261179231,-2.17628804005334,0.3198903604306735,3,Nano
CHAN,Cloverhash,PoW,18407259.0885883,30000000.0,-0.15098243110049372,-2.296930112118794,0.47227586990784254,3,ChanCoin
DCY,CryptoNight,PoW,1809467143.0,2000000000.0,0.3386907321786443,-2.305467743403889,0.38559063171611935,3,Dinastycoin
DNR,NIST5,PoW/PoS,4171382.0,10000000.0,-0.36307278038650825,1.5272023537322943,-0.560119566970334,0,Denarius
DP,X11,PoW,35138975.0,100000000.0,-0.22892370236301196,-0.9140916094878873,0.10423084895383247,3,DigitalPrice
VUC,NIST5,PoW/PoS,62942075.0,120000000.0,-0.36157410344456553,1.5271580018729995,-0.560122295704392,0,Virta Unique Coin
BTPL,Skein,PoW/PoS,6804362.0,100000000.0,-0.42761684095967595,1.8963248931304586,-0.6043305528666395,0,Bitcoin Planet
UNIFY,Scrypt,PoW,18133195.0,19276800.0,-0.16602352288382918,-1.1036371296171068,-0.02315019302075895,3,Unify
BRIT,X13,PoW/PoS,21268092.0,30000000.0,-0.277440641549863,1.7414341549701695,-0.5446644845912185,0,BritCoin
SOCC,Scrypt,PoW,5167775.0,75000000.0,-0.16578668906613245,-1.103672505169343,-0.02314643765337076,3,SocialCoin
ARC,X11,PoW,26042364.3735553,60000000.0,-0.22931864927898893,-0.9140717742204686,0.10423036562784808,3,ArcticCoin
DAS,X11,PoW,2622886.0,18900000.0,-0.22989646188997737,-0.9140556439054827,0.10423156077032407,3,DAS
LINDA,Scrypt,PoW/PoS,9044930943.24243,50000000000.0,0.1320269174562982,1.0055287900423509,-0.5267923032374385,0,Linda
XLC,CryptoNight,PoW,14161803.0,54000000.0,0.3029424230246229,-2.304911334286314,0.3857297402402846,3,LeviarCoin
ONION,X13,PoW/PoS,21917018.0492836,18898187.6216583,-0.2775114670921913,1.7414406187017422,-0.5446650002581565,0,DeepOnion
BTX,Time Travel,PoW,17801865.1605478,21000000.0,-0.1665458279664223,-2.253795364911939,0.280360986377451,3,Bitcore
GCN,Scrypt,PoW,163055097500.0,200000000000.0,3.2453848806155396,-1.167297430042151,-0.03486614145254266,3,gCn Coin
SMART,Keccak,PoW,2241009149.22257,5000000000.0,-0.11821781090442246,-1.2308352220011234,0.18163340395200225,3,SmartCash
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.3209285233795288,1.549193615568043,-0.27646786088270264,0,Signatum
ONX,X11,PoW,122475638.389743,1100000000.0,-0.2207621495880528,-0.914629799525651,0.10425977174197242,3,Onix
CRM,Skein,PoW/PoS,47331802.4774238,100000000.0,-0.4271214915964658,1.8963371337525223,-0.6043354248987501,0,Cream
BCH,SHA-256,PoW,17995589.6469082,21000000.0,-0.1460860572483,-1.3249530452990936,0.1494473833987354,3,Bitcoin Cash
XMCC,X11,PoW/PoS,12569262.5359307,9507271.0,-0.39668870175064475,1.2206097387299395,-0.4002972942987329,0,Monoeci
DFT,Scrypt,PoS,18663297.3489799,17405891.19707116,-0.2878057163908449,0.8327836744569147,-0.26366455556078827,0,Draftcoin
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.385763835971459,3.1622154114203003,0.5501567120153926,0,Vechain
SOJ,Scrypt,PoW,485214.0,10500000000.0,-0.09188819489439991,-1.1095595469777384,-0.02273490016901303,3,Sojourn Coin
STCN,PoS,PoS,4000000.0,61599965.0,-0.359227910468883,1.536197879905365,-0.023628215936610346,0,Stakecoin
NYC,Scrypt,PoW,143006669741.687,0.0,1.581526717647926,-1.0604389982290803,-0.040340411088893746,3,NewYorkCoin
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.16612141833779728,-1.1036400837949853,-0.02314915119474835,3,FrazCoin
KRONE,Scrypt,PoW,17453749.4042601,84000000.0,-0.1655726762479369,-1.103673875517637,-0.023147559821433558,3,Kronecoin
ACC,Scrypt,PoW,32646731.063036,100000000.0,-0.16527347381654175,-1.1036783198340885,-0.023148755503082326,3,AdCoin
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.1652603981760732,-1.1036779967207762,-0.023148884109163218,3,Linx
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.3326479583185387,1.0310040123344992,-0.5276765089089507,0,CoinonatX
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.3331479556348052,1.0310242496490125,-0.5276764014694558,0,Ethereum Dark
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.3031261848755973,-2.304932606603614,0.38573174257333886,3,Sumokoin
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.31297363305436265,1.5030976342760298,-0.007182362179965901,0,Obsidian
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.6663768667679607,1.5059659278593107,-0.06401704221907357,0,Cardano
REC,X11,PoW/PoS,7262402.04264803,27000000.0,-0.39662947048600433,1.2205982600379572,-0.4002959667323861,0,Regalcoin
BTCZ,Equihash,PoW,5211553258.01514,21000000000.0,0.06800673758080816,-1.9908578459997472,0.311029877709952,3,BitcoinZ
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.34771635545482293,0.5120681713164865,-0.30734358672901224,0,TrezarCoin
ELM,X11,PoW,2702855668.85288,1800000000.0,-0.18425742917914947,-0.9142456377655159,0.10397716512509768,3,Elements
TER,Scrypt,PoW/PoS,1140734.91680375,15733333.0,-0.33310352938375004,1.0310168142926635,-0.5276755790306582,0,TerraNovaCoin
VIVO,NeoScrypt,PoW,4165967.57499639,27000000.0,-0.18569665915449518,-1.6224322248165994,0.19719045311322803,3,VIVO Coin
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.3213054048569338,0.7435148101702689,-0.12485845788767848,0,Rupee
BTG,Equihash,PoW,17202361.088994,21000000.0,-0.14430815492081672,-1.9805826266918112,0.3108272853413728,3,Bitcoin Gold
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.4364219347793403,1.0315474946357577,-0.5325160980099992,0,WomenCoin
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.3114676579734551,0.8096817965578672,-0.35508569393467093,0,Theresa May Coin
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.3478302950736158,1.526698565777151,-0.5601395417652743,0,NamoCoin
LUX,PHI1612,PoW/PoS,8305775.31777569,60000000.0,-0.39992965676505937,1.7818061680736637,-0.5472504904923197,0,LUXCoin
PIRL,Dagger,PoW,33986980.0,156306732.71,-0.1542256563283162,-2.186556193915797,0.3382144101967032,3,Pirl
XIOS,Scrypt,PoW/PoS,2149688.0,21000000.0,-0.3330538352586459,1.0310141456349842,-0.5276754926999407,0,Xios
BTDX,Quark,PoW/PoS,30711550.5294042,200000000.0,-0.3917547154928123,1.6327649430109508,-0.46325800617213087,0,Bitcloud 2.0
EBST,Scrypt,PoW,99990001.493466,100000000.0,-0.1644503661706792,-1.1036579799480217,-0.023156851217297606,3,eBoost
KEK,POS 2.0,PoS,12330806.30517,21000000.0,-0.34749537290280635,1.6269569933163965,-0.16915422386704657,0,KekCoin
BLHC,Scrypt,PoW/PoS,16362544.992,14788275.991,-0.3329241840926193,1.0310219453302376,-0.5276774461863242,0,BlackholeCoin
XIN,SHA-256,PoS,8999999990.0,9000000000.0,-0.0943806102499535,0.6091101422772236,-0.0917926487234207,0,Infinity Economics
PURA,X11,PoW,175215859.0,350000000.0,-0.22543808460502845,-0.9141904438013387,0.104223865027074,3,Pura
INN,NeoScrypt,PoW,6375259.04,45000000.0,-0.18554196259944503,-1.622441719772368,0.19719089711822038,3,Innova
ELLA,Ethash,PoW,12756367.0,280000000.0,-0.15796651557964073,-2.0066635673171507,0.3183001607186884,3,Ellaism
GBX,NeoScrypt,PoW,5832306.875,31800000.0,-0.18564224065268728,-1.6224344314564574,0.1971904420188862,3,GoByte
MAG,X11,PoW/PoS,38198594.8342105,144000000.0,-0.39542134407054264,1.2205415492625762,-0.400295073370099,0,Magnet
TAU,DPoS,DPoS,288090567.493887,500000000.0,3.71793898299477,2.05986845986269,-0.1875203167589164,0,Lamden Tau
ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,0.19673805090667368,1.5188471607868592,-0.5623508210588128,0,Electra
BCD,X13,PoW/PoS,183534024.889807,210000000.0,-0.2741804018693815,1.741381542281525,-0.5446768955301036,0,Bitcoin Diamond
XSH,Multiple,PoW,481730566.566176,660000000.0,-0.11376385432517097,-1.8010591992756335,0.35218439431159293,3,SHIELD
CNBC,Scrypt,PoW/PoS,110976977.29338,210000000.0,-0.330382906317794,1.030940311598333,-0.5276811246800076,0,Cash & Back Coin
XUN,CryptoNight,PoW,19281821413.4924,85000000000.0,1.141055942646629,-2.3470497095773357,0.3867622092314035,3,UltraNote
COAL,CryptoNight,PoW,4500000.0,12500000.0,0.30252992689508845,-2.3048908228727307,0.38572926572623084,3,BitCoal
DAXX,Ethash,PoW,520891780.0,10000000000.0,-0.08280139182919456,-2.0119977003504204,0.31862225693846424,3,DaxxCoin
BWK,NIST5,PoS,13247178.8807286,27716121.0,-0.31776439432244785,1.3289576050035148,-0.2961068955974876,0,Bulwark
KLKS,Quark,PoS,16955764.902064,20000000.0,-0.34812800287970724,1.4346249227032275,-0.19925038445507168,0,Kalkulus
AC3,X11,PoW,80316207.0,550000000.0,-0.22517918706725076,-0.9143320203398155,0.10424315785344741,3,AC3
LTHN,CryptoNight-V7,PoW,441250233.377,999481516.0,-0.14104290719017332,-2.252873421708033,0.48614960096904253,3,Lethean
GER,Scrypt,PoW/PoS,4911500269.41,50000000000.0,0.08150578342868682,1.0042803578169175,-0.5262954002321417,0,GermanCoin
LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,-0.33206206763849416,1.0309432099475055,-0.5276711609769583,0,LiteCoin Ultra
POP,Scrypt,PoW,3964201248.87125,4999999999.0,-0.08245881942176916,-1.1052572469342254,-0.023428221935402945,3,PopularCoin
PNX,X11,PoW/PoS,45174214.1078625,50000000.0,-0.3960029271022989,1.2205967255765737,-0.40029961761857924,0,PhantomX
PHO,BLAKE256,PoW,30089671530.5228,90000000000.0,1.1015604008001287,-1.296767206981663,0.17061348928527262,3,Photon
SUCR,X11,PoW,4229040.50393462,19800000.0,-0.22987044589159095,-0.9140556669056416,0.10423140316525452,3,Sucre
SPK,NeoScrypt,PoW,7847417.33355824,21000000.0,-0.18569422683480613,-1.622427725485977,0.19718977401327187,3,SparksPay
WAGE,Quark,PoS,27299680.0,120000000.0,-0.34729216622860454,1.4345715900476206,-0.1992476857533393,0,Digiwage
GUN,NeoScrypt,PoW,299797953.0,500000000.0,-0.17872778009907803,-1.6226099751601104,0.19717356014136672,3,GunCoin
IRL,Scrypt,PoW,45483049.3398182,64000000.0,-0.16537196773773802,-1.1036541183739832,-0.02315171782202305,3,IrishCoin
TROLL,Scrypt,PoW/PoS,591022748.0,900000000.0,-0.3196206032104933,1.0306957489094632,-0.5277116324941864,0,Trollcoin
LCP,Scrypt,PoW/PoS,2504486.227718,4000000.0,-0.33317009798067204,1.0310238504617173,-0.5276762055265901,0,Litecoin Plus
MONK,X11,PoS,4407252.0,21000000.0,-0.35163515515223465,1.0223632971471064,-0.13628279601056043,0,Monkey Project
PCOIN,X11,PoW,8478104.33969947,23000000.0,-0.22979581038494468,-0.9140561901678709,0.10423101851180164,3,Pioneer Coin
UBTC,SHA-256,PoW,20166000.0,20166000.0,-0.14606544572015365,-1.3249519189134686,0.1494470896035048,3,UnitedBitcoin
ITZ,C11,PoW,11916588.09471,23000000.0,-0.18688028590528039,-1.3170793220477996,0.27847575251889956,3,Interzone
TPAY,POS 3.0,PoS,20445861.5344251,25000000.0,-0.34886583619563755,1.586710403692802,-0.12679729071604273,0,TokenPay
MCT,Ethash,PoS,1618033.0,1618033.0,-0.28185291739183893,-0.07009017803783431,0.07777630028247841,0,1717 Masonic Commemorative Token
MBC,Scrypt,PoW and PoS,9399342.52839847,30000000.0,-0.27561789582990887,0.3861174448546879,-0.47862938044171,0,My Big Coin
TRTL,CryptoNight,PoW,53139835213.77,1000000000000.0,8.045965995202339,-2.85340373128604,0.4187630955757028,3,TurtleCoin
MUN,SkunkHash,PoW,4818338.98949984,16600000.0,-0.1543131698647433,-2.2673914908924697,0.4446254591993724,3,MUNcoin
USX,Scrypt,PoW/PoS,234846265.782157,232000000.0,-0.32871283597981615,1.0309653036949964,-0.5276951484210848,0,Unified Society USDEX
NBR,CryptoNight,PoW,133932467.774108,336000000.0,0.3064068570395825,-2.30503436794168,0.38572645894329155,3,Niobio Cash
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.026784508911962265,-1.10625707981851,-0.02395670922843067,3,ShareChain
TRF,Dagger,PoW,107325266.027783,100000000.0,-0.15372871836066246,-2.186502254325002,0.33820337406267326,3,Travelflex
KREDS,Lyra2REv2,PoW,643795911.540095,1100000000.0,-0.18432128314232318,-1.193325054556411,0.1156236761042889,3,KREDS
TOKC,X13,PoS,230298925.0,800000000.0,-0.2243515337136214,1.5428250834024628,-0.2806461943898381,0,Tokyo Coin
BBP,Proof-of-BibleHash,POBh,1772091549.88818,5200000000.0,-0.20191355439958916,3.5641176321159094,14.145821201063507,1,BiblePay
LCC,SHA-256 + Hive,PoW + Hive,638382332.208514,840000000.0,-0.37508042218581267,3.824899752054886,-1.244981677214567,0,LitecoinCash
FLIP,Scrypt,PoW,12446100.00278,40000000.0,-0.16594602185887486,-1.103650546974883,-0.023148692392583693,3,BitFlip
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.1413159759541287,-1.1096469622522533,-0.02416517925751821,3,LottoCoin
CIF,X11,PoW,211297638.500483,500000000.0,-0.2239329614505731,-0.9142642312034049,0.10422544073606034,3,Crypto Improvement Fund
SPD,C11,PoW/PoS,11251342.1879021,19340594.0,-0.35376155441324186,0.817579618674015,-0.22605160084801706,0,Stipend
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.40274062350608847,3.5050216310698676,7.905146122910316,1,Poa Network
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.3967059274194931,1.2205978504456751,-0.4002954331288511,0,Pushi
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.2918461645499062,1.1285608817865433,-0.056302140977935254,0,Ellerium
VLX,Scrypt,PoS,25570013.1348022,124000000.0,-0.28696511203981157,0.832725580827198,-0.2636611837008534,0,Velox
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.3171378471529881,1.5164573657873406,-0.04130289733753529,0,Ontology
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.11097082765078752,-2.010104249654521,0.3185171323141385,3,Callisto Network
TUBE,CryptoNight,PoW,80049082.9057215,1000000000.0,0.3104587292441233,-2.3054255160407635,0.3857591127906181,3,BitTube
PSD,Scrypt,PoW,4070212.1493016,21000000.0,-0.16618318412699576,-1.1036423499657748,-0.023148434498278008,3,Poseidon
ADK,IMesh,PoW,25000000.0,25000000.0,-0.12762302957971794,-2.2635710864627954,0.48877170687649046,3,Aidos Kuneen
BSX,NIST5,PoW/PoS,13787854.6277781,50000000.0,-0.3626714794223041,1.5271826754803257,-0.5601191461398918,0,Bitspace
BRIA,Scrypt,PoW/PoS,845637.81347436,3000000.0,-0.33319746744137063,1.0310239140034385,-0.5276760455290908,0,Briacoin
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.33317916620670857,1.031022886505087,-0.5276760071394968,0,Ignition
BTL,Equihash,PoW,71355477.0,70000000.0,-0.14329865517196821,-1.9805939345276826,0.3108227069690187,3,Bitrolium
MEDIC,Scrypt,PoS,267297676.3125,500000000.0,-0.28134320741393787,0.8325863127556238,-0.2636754204662504,0,MedicCoin
ALPS,Lyra2Z,PoW,27340501.6514783,300000000.0,-0.14538942081328676,-2.2529300111299646,0.5120202044823259,3,Alpenschillling
BITG,Green Protocol,PoS,9803691.3618195,21000000.0,-0.33152000204232057,1.401556643977823,0.07196336004996334,0,Bitcoin Green
DEV,PoS,PoS,21876586.8530324,88000000.0,-0.35882212886924275,1.5361883745930187,-0.023629324239172644,0,Deviant Coin
ABJ,Scrypt,PoW/PoS,9880502.37178894,30000000.0,-0.3328954981898889,1.0310113994783057,-0.5276760672665345,0,Abjcoin
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.892093607580208,2.002784160472679,0.04730376257892889,0,Semux
FTO,X11,PoW,31801461.1867843,100000000.0,-0.2289644953497538,-0.9140926175270019,0.10423125017518446,3,FuturoCoin
CARE,Quark,PoW/PoS,139739596.506702,200000000.0,-0.3904221128781226,1.632797873072397,-0.4632711130482302,0,Carebit
NZL,PoS,PoS,11075254.0929996,80000000.0,-0.359010901480687,1.536189628783409,-0.0236283411262305,0,Zealium
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.30271254757863497,-2.3048906753550824,0.38572811380900135,3,Monero Classic
PROTON,X16R,PoS,4403800.0,45000000.0,-0.322809303155265,0.6790774190926916,0.020414841405905132,0,Proton
DEAL,Scrypt,PoW/PoS,1404157529.46026,5121951220.0,-0.2797311720685281,1.0285577613642845,-0.5276429461616657,0,iDealCash
JUMP,NIST5,PoW,21069346.2522598,21000000.0,-0.1959410316673093,-0.6074558284426309,-0.055593875648958846,3,Jumpcoin
INFX,Lyra2RE,PoW,5097689.71077377,26280000.0,-0.16428067715063652,-2.202155784394734,0.37371160865398356,3,Infinex
XBI,XEVAN,PoS/PoW,10904963.0923455,21000000.0,-0.23377975821710667,0.3453740976923671,0.7198357020347692,0,Bitcoin Incognito
KEC,Tribus,PoW,795447.0,18000000.0,-0.15402495116715115,-2.29070177689873,0.4749033942648268,3,KEYCO
HWC,Scrypt,PoS,38706809.466535,26000000.0,-0.28749976596933086,0.8327848762939755,-0.2636666263072475,0,HollyWoodCoin
GIN,Lyra2Z,PoW,6986399.70430446,10500000.0,-0.14769193477096124,-2.2527727161332787,0.5120112386886417,3,GINcoin
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.3066437281727263,-2.30522384089697,0.3857529570200898,3,PlatinCoin
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.5841262377363186,-2.292792948623436,0.4963302240798193,3,Loki
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.112421009324559,-2.3962934395897935,0.38801871868977605,3,Newton Coin
